# BUSCO version is: 5.4.5 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
22040at4891	Complete	tig00000018	622425	623525	-	338.4	298	https://www.orthodb.org/v10?query=22040at4891	Ribosomal protein L27
22073at4891	Complete	tig00000031	328510	329580	+	388.6	227	https://www.orthodb.org/v10?query=22073at4891	K Homology domain, type 1
22093at4891	Complete	tig00000012	80169	81542	+	383.1	322	https://www.orthodb.org/v10?query=22093at4891	Amidase
22104at4891	Duplicated	tig00000007	873823	876060	+	525.5	489	https://www.orthodb.org/v10?query=22104at4891	Chaps-domain-containing protein
22104at4891	Duplicated	tig00000012	190570	192738	-	492.1	480	https://www.orthodb.org/v10?query=22104at4891	Chaps-domain-containing protein
22146at4891	Complete	tig00000014	306387	307316	+	409.9	248	https://www.orthodb.org/v10?query=22146at4891	ATP synthase subunit gamma
22190at4891	Complete	tig00000022	215674	217554	+	444.5	340	https://www.orthodb.org/v10?query=22190at4891	RNA polymerase I-specific transcription initiation factor RRN3
22221at4891	Complete	tig00000014	204121	205275	+	132.4	119	https://www.orthodb.org/v10?query=22221at4891	Formyl transferase, N-terminal
22230at4891	Complete	tig00000061	301073	302533	-	264.6	268	https://www.orthodb.org/v10?query=22230at4891	DNA polymerase alpha/epsilon, subunit B
22236at4891	Complete	tig00000007	1008642	1010210	-	325.9	297	https://www.orthodb.org/v10?query=22236at4891	Phosphodiesterase
22266at4891	Complete	tig00000022	175042	176250	-	300.7	225	https://www.orthodb.org/v10?query=22266at4891	Lariat debranching enzyme
22293at4891	Complete	tig00000018	519106	519954	-	311.7	237	https://www.orthodb.org/v10?query=22293at4891	Porin domain superfamily
22298at4891	Complete	tig00000014	126605	127453	+	274.5	224	https://www.orthodb.org/v10?query=22298at4891	NSF attachment protein
22304at4891	Complete	tig00000001	104336	105235	-	473.4	255	https://www.orthodb.org/v10?query=22304at4891	Mitochondrial carrier
22313at4891	Complete	tig00000022	224777	225742	+	414.3	249	https://www.orthodb.org/v10?query=22313at4891	mitochondrial carrier
22335at4891	Complete	tig00000034	52447	53928	-	119.1	108	https://www.orthodb.org/v10?query=22335at4891	Pre-mRNA-splicing factor 19
22342at4891	Complete	tig00000005	350615	352753	+	226.6	366	https://www.orthodb.org/v10?query=22342at4891	tRNA binding
22345at4891	Complete	tig00000010	825162	827258	-	435.4	528	https://www.orthodb.org/v10?query=22345at4891	Kinesin-like protein
22352at4891	Complete	tig00000005	1056748	1059477	-	453.8	545	https://www.orthodb.org/v10?query=22352at4891	Exocyst complex component SEC15
22375at4891	Complete	tig00000005	93920	95317	+	456.3	347	https://www.orthodb.org/v10?query=22375at4891	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
22380at4891	Complete	tig00000005	803004	804662	+	439.6	426	https://www.orthodb.org/v10?query=22380at4891	Ubiquitin system component Cue
22393at4891	Complete	tig00000010	741761	742621	+	513.3	236	https://www.orthodb.org/v10?query=22393at4891	N-terminal nucleophile aminohydrolase
22405at4891	Complete	tig00000037	225388	226317	+	450.8	264	https://www.orthodb.org/v10?query=22405at4891	Septin
22419at4891	Complete	tig00000061	667713	668870	-	314.9	288	https://www.orthodb.org/v10?query=22419at4891	Glycosyltransferase family 34 protein
22429at4891	Complete	tig00000038	104596	106074	-	430.6	368	https://www.orthodb.org/v10?query=22429at4891	Ubiquitin specific protease, conserved site
22443at4891	Complete	tig00000061	168432	169340	+	511.0	263	https://www.orthodb.org/v10?query=22443at4891	Mitochondrial phosphate carrier protein
22450at4891	Duplicated	tig00000005	1034786	1035778	-	464.0	273	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22450at4891	Duplicated	tig00000023	229939	230895	-	453.5	266	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22513at4891	Complete	tig00000083	242409	243452	+	354.9	227	https://www.orthodb.org/v10?query=22513at4891	similar to Saccharomyces cerevisiae YIL083C CAB2 Probable phosphopantothenoylcysteine synthetase (PPCS)
22516at4891	Complete	tig00000005	509793	510875	-	374.4	262	https://www.orthodb.org/v10?query=22516at4891	Ubiquitin fusion degradation protein 1
22532at4891	Complete	tig00000061	411298	412554	-	126.5	212	https://www.orthodb.org/v10?query=22532at4891	Snf7 family
22538at4891	Complete	tig00000018	472505	474121	+	519.0	351	https://www.orthodb.org/v10?query=22538at4891	mitochondrial carrier
22615at4891	Complete	tig00000010	129552	130505	-	341.0	220	https://www.orthodb.org/v10?query=22615at4891	Dolichyl-phosphate beta-glucosyltransferase
22625at4891	Complete	tig00000001	1037348	1038280	+	395.9	241	https://www.orthodb.org/v10?query=22625at4891	Sphingolipid C4-hydroxylase SUR2
22637at4891	Complete	tig00000010	658112	659329	+	450.9	318	https://www.orthodb.org/v10?query=22637at4891	Translation initiation factor IF2/IF5
22645at4891	Complete	tig00000018	369751	371208	-	442.7	339	https://www.orthodb.org/v10?query=22645at4891	RNA-binding S4 domain
22775at4891	Complete	tig00000014	706418	707557	+	324.6	260	https://www.orthodb.org/v10?query=22775at4891	WD40/YVTN repeat-like-containing domain superfamily
22807at4891	Complete	tig00000010	601746	602480	-	451.1	214	https://www.orthodb.org/v10?query=22807at4891	Eukaryotic translation initiation factor 6
22819at4891	Complete	tig00000001	1201859	1202893	-	391.4	233	https://www.orthodb.org/v10?query=22819at4891	Golgi phosphoprotein 3-like
22821at4891	Complete	tig00000022	172350	173357	-	260.8	217	https://www.orthodb.org/v10?query=22821at4891	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
22833at4891	Complete	tig00000007	433062	434246	+	208.4	255	https://www.orthodb.org/v10?query=22833at4891	SGS domain
22851at4891	Complete	tig00000018	221819	223582	-	409.9	438	https://www.orthodb.org/v10?query=22851at4891	Zinc finger C2H2-type
22859at4891	Complete	tig00000014	142588	143310	+	340.8	195	https://www.orthodb.org/v10?query=22859at4891	Proteasome, subunit alpha/beta
22870at4891	Complete	tig00000078	246000	246857	+	326.7	210	https://www.orthodb.org/v10?query=22870at4891	Carbon-nitrogen hydrolase
22884at4891	Complete	tig00000061	56110	57186	+	506.0	309	https://www.orthodb.org/v10?query=22884at4891	Homoserine dehydrogenase
22920at4891	Complete	tig00000078	269522	270457	-	442.1	265	https://www.orthodb.org/v10?query=22920at4891	60S acidic ribosomal protein P0
22930at4891	Complete	tig00000010	564015	565112	+	325.9	277	https://www.orthodb.org/v10?query=22930at4891	Histone acetyltransferase type B catalytic subunit
23023at4891	Complete	tig00000010	640938	643163	+	444.8	473	https://www.orthodb.org/v10?query=23023at4891	Zinc finger, PHD-type
23029at4891	Complete	tig00000023	117642	118433	+	420.6	236	https://www.orthodb.org/v10?query=23029at4891	Orotidine 5'-phosphate decarboxylase
23053at4891	Complete	tig00000007	554089	555135	-	274.2	287	https://www.orthodb.org/v10?query=23053at4891	Leo1-like protein
23077at4891	Complete	tig00000078	66585	67502	-	173.3	196	https://www.orthodb.org/v10?query=23077at4891	Ribosomal protein L47, mitochondrial
23089at4891	Complete	tig00000010	274405	275478	+	390.8	282	https://www.orthodb.org/v10?query=23089at4891	Serine/threonine-protein phosphatase 2A activator
23143at4891	Complete	tig00000010	894589	895557	-	388.8	257	https://www.orthodb.org/v10?query=23143at4891	terpenoid cyclases/Protein prenyltransferase
23175at4891	Complete	tig00000010	684279	685043	-	334.2	217	https://www.orthodb.org/v10?query=23175at4891	Chorismate mutase
23197at4891	Complete	tig00000007	199662	200801	-	142.1	208	https://www.orthodb.org/v10?query=23197at4891	inositol-1,4,5-trisphosphate 5-phosphatase, putative
23222at4891	Complete	tig00000038	227928	228689	+	387.0	217	https://www.orthodb.org/v10?query=23222at4891	Phosphomannomutase
23226at4891	Complete	tig00000034	38812	39603	-	415.3	205	https://www.orthodb.org/v10?query=23226at4891	Succinate dehydrogenase 
23232at4891	Complete	tig00000007	954594	955562	-	205.7	168	https://www.orthodb.org/v10?query=23232at4891	RNA polymerase Rpb7, N-terminal
23253at4891	Complete	tig00000005	805076	806422	-	278.7	302	https://www.orthodb.org/v10?query=23253at4891	WD40/YVTN repeat-like-containing domain superfamily
23265at4891	Complete	tig00000010	139548	141611	+	437.6	365	https://www.orthodb.org/v10?query=23265at4891	Uncharacterised protein family UPF0061
23266at4891	Complete	tig00000001	1235723	1237591	-	674.7	450	https://www.orthodb.org/v10?query=23266at4891	Ubiquitin-activating enzyme
23312at4891	Complete	tig00000031	193410	194681	+	466.4	287	https://www.orthodb.org/v10?query=23312at4891	putative metallocarboxypeptidase ECM14
23339at4891	Complete	tig00000022	479133	480758	-	348.4	360	https://www.orthodb.org/v10?query=23339at4891	RBR-type E3 ubiquitin transferase
23340at4891	Complete	tig00000010	717912	719201	-	119.3	329	https://www.orthodb.org/v10?query=23340at4891	WD40/YVTN repeat-like-containing domain superfamily
23345at4891	Complete	tig00000022	298901	300052	+	352.6	302	https://www.orthodb.org/v10?query=23345at4891	Protein of unknown function DUF4448
23351at4891	Complete	tig00000014	121385	122899	-	377.9	270	https://www.orthodb.org/v10?query=23351at4891	Histone acetyltransferase
23355at4891	Complete	tig00000012	87150	88202	-	141.8	163	https://www.orthodb.org/v10?query=23355at4891	Aminotransferase class IV
23357at4891	Complete	tig00000083	216676	219072	+	461.4	557	https://www.orthodb.org/v10?query=23357at4891	Exocyst complex component EXOC3/Sec6
23379at4891	Complete	tig00000022	528336	529139	-	259.6	212	https://www.orthodb.org/v10?query=23379at4891	Histidine phosphatase superfamily
23380at4891	Complete	tig00000005	98712	99491	+	458.0	223	https://www.orthodb.org/v10?query=23380at4891	Proteasome endopeptidase complex
23386at4891	Complete	tig00000083	40592	41653	+	237.6	222	https://www.orthodb.org/v10?query=23386at4891	Dual specificity phosphatase
23392at4891	Complete	tig00000007	494336	495361	+	355.0	225	https://www.orthodb.org/v10?query=23392at4891	Zinc finger, CCCH-type
23410at4891	Complete	tig00000007	275191	276414	-	297.2	281	https://www.orthodb.org/v10?query=23410at4891	Programmed cell death protein 2, C-terminal
23507at4891	Complete	tig00000022	104212	105591	+	473.3	327	https://www.orthodb.org/v10?query=23507at4891	Ornithine decarboxylase
23560at4891	Complete	tig00000012	630730	632298	-	154.7	358	https://www.orthodb.org/v10?query=23560at4891	Bud22 domain
23588at4891	Complete	tig00000001	888154	890157	+	321.7	507	https://www.orthodb.org/v10?query=23588at4891	Glucosidase 2 subunit beta
23590at4891	Complete	tig00000078	106491	108575	-	127.9	293	https://www.orthodb.org/v10?query=23590at4891	G-patch domain
23591at4891	Complete	tig00000007	250253	251005	+	340.6	183	https://www.orthodb.org/v10?query=23591at4891	Proteasome endopeptidase complex
23635at4891	Complete	tig00000083	96595	97386	-	351.8	202	https://www.orthodb.org/v10?query=23635at4891	Cytosolic Fe-S cluster assembly factor CFD1
23699at4891	Complete	tig00000034	343996	345189	+	244.1	257	https://www.orthodb.org/v10?query=23699at4891	ribonuclease H-like protein
23723at4891	Complete	tig00000005	186239	187006	+	272.5	202	https://www.orthodb.org/v10?query=23723at4891	Electron transfer flavoprotein, beta subunit
23739at4891	Complete	tig00000022	427605	428621	-	81.8	111	https://www.orthodb.org/v10?query=23739at4891	Ribonuclease H-like protein
23741at4891	Complete	tig00000034	321687	322718	+	448.5	293	https://www.orthodb.org/v10?query=23741at4891	3-keto-steroid reductase
23747at4891	Complete	tig00000037	102946	104157	-	212.9	212	https://www.orthodb.org/v10?query=23747at4891	Zinc finger, RING-type
23750at4891	Complete	tig00000014	116924	118132	-	260.9	235	https://www.orthodb.org/v10?query=23750at4891	Deoxyribonuclease Tat-D
23784at4891	Complete	tig00000007	338449	339384	-	323.2	173	https://www.orthodb.org/v10?query=23784at4891	Ribosome biogenesis protein
23839at4891	Complete	tig00000014	112779	114047	+	256.7	244	https://www.orthodb.org/v10?query=23839at4891	SEP domain
23884at4891	Complete	tig00000083	369382	370308	+	316.8	214	https://www.orthodb.org/v10?query=23884at4891	Pantoate-beta-alanine ligase
23894at4891	Complete	tig00000023	478350	479354	-	371.5	256	https://www.orthodb.org/v10?query=23894at4891	metal-dependent protein hydrolase
23912at4891	Complete	tig00000005	338544	339314	-	378.8	201	https://www.orthodb.org/v10?query=23912at4891	Proteasome endopeptidase complex
23913at4891	Complete	tig00000023	196876	197973	+	456.9	274	https://www.orthodb.org/v10?query=23913at4891	Guanine nucleotide binding protein, alpha subunit
23956at4891	Complete	tig00000034	360765	362117	+	328.2	230	https://www.orthodb.org/v10?query=23956at4891	Zinc finger, CCHC-type
23964at4891	Complete	tig00000005	868308	870092	+	355.6	410	https://www.orthodb.org/v10?query=23964at4891	Mannosyltransferase
23973at4891	Complete	tig00000007	717341	717994	+	326.0	174	https://www.orthodb.org/v10?query=23973at4891	Imidazoleglycerol-phosphate dehydratase
23976at4891	Complete	tig00000005	71454	72836	+	362.4	193	https://www.orthodb.org/v10?query=23976at4891	GTP cyclohydrolase I
24034at4891	Complete	tig00000001	1239440	1240450	+	382.9	239	https://www.orthodb.org/v10?query=24034at4891	Protein SPT3
24073at4891	Complete	tig00000022	597823	598755	+	455.9	247	https://www.orthodb.org/v10?query=24073at4891	Tetrahydrofolate dehydrogenase/cyclohydrolase
24077at4891	Complete	tig00000018	128572	130245	-	241.9	301	https://www.orthodb.org/v10?query=24077at4891	Rab guanine nucleotide exchange factor SEC2
24095at4891	Complete	tig00000010	58713	60251	+	423.8	429	https://www.orthodb.org/v10?query=24095at4891	Uncharacterised protein family UPF0662
24098at4891	Complete	tig00000010	200825	202021	+	362.2	259	https://www.orthodb.org/v10?query=24098at4891	NAD kinase
24114at4891	Complete	tig00000038	17566	18387	-	198.4	202	https://www.orthodb.org/v10?query=24114at4891	26S proteasome non-ATPase regulatory subunit 8
24120at4891	Complete	tig00000007	596797	597729	-	169.4	164	https://www.orthodb.org/v10?query=24120at4891	Thiamine pyrophosphokinase
24124at4891	Complete	tig00000061	371197	372171	+	263.9	241	https://www.orthodb.org/v10?query=24124at4891	Geranylgeranyl transferase type II alpha subunit
24143at4891	Complete	tig00000005	310422	311630	-	397.4	261	https://www.orthodb.org/v10?query=24143at4891	Protein of unknown function DUF2838
24162at4891	Complete	tig00000061	453454	455289	-	309.3	443	https://www.orthodb.org/v10?query=24162at4891	DnaJ domain
24207at4891	Complete	tig00000001	748291	749082	+	155.7	144	https://www.orthodb.org/v10?query=24207at4891	RWD domain
24230at4891	Complete	tig00000031	164202	165899	-	303.7	334	https://www.orthodb.org/v10?query=24230at4891	Peroxin domain
24240at4891	Complete	tig00000014	729657	730349	-	299.6	189	https://www.orthodb.org/v10?query=24240at4891	similar to Saccharomyces cerevisiae YBR261C TAE1 AdoMet-dependent proline methyltransferase
24249at4891	Complete	tig00000039	71609	72370	-	215.6	153	https://www.orthodb.org/v10?query=24249at4891	Cytochrome c heme lyase
24255at4891	Complete	tig00000022	495197	496042	+	184.6	175	https://www.orthodb.org/v10?query=24255at4891	DNA-directed RNA polymerase III subunit RPC5
24271at4891	Complete	tig00000005	193117	194247	+	517.6	326	https://www.orthodb.org/v10?query=24271at4891	Choline-phosphate cytidylyltransferase
24305at4891	Complete	tig00000078	577995	580604	+	568.7	628	https://www.orthodb.org/v10?query=24305at4891	Exocyst complex component SEC10
24318at4891	Complete	tig00000078	168483	169289	-	233.0	209	https://www.orthodb.org/v10?query=24318at4891	Mitochondrial ATPase complex subunit ATP10
24320at4891	Complete	tig00000022	598931	599962	-	377.1	244	https://www.orthodb.org/v10?query=24320at4891	Ribosome biogenesis protein RPF2
24329at4891	Complete	tig00000061	81621	82625	+	153.2	191	https://www.orthodb.org/v10?query=24329at4891	Lysine methyltransferase
24360at4891	Complete	tig00000031	339408	340253	+	271.1	214	https://www.orthodb.org/v10?query=24360at4891	ribonuclease activity
24376at4891	Complete	tig00000001	1127131	1127913	+	323.4	231	https://www.orthodb.org/v10?query=24376at4891	Ribosomal protein S15
24398at4891	Complete	tig00000010	238422	240215	-	541.8	440	https://www.orthodb.org/v10?query=24398at4891	Nuclear RNA export factor
24421at4891	Complete	tig00000083	257882	258616	+	215.1	166	https://www.orthodb.org/v10?query=24421at4891	37S ribosomal protein S25, mitochondrial
24461at4891	Complete	tig00000018	38870	39721	+	306.5	219	https://www.orthodb.org/v10?query=24461at4891	alpha/beta-hydrolase
24498at4891	Complete	tig00000014	44645	45433	+	208.1	147	https://www.orthodb.org/v10?query=24498at4891	HotDog domain superfamily
24559at4891	Complete	tig00000014	524198	525052	+	263.6	199	https://www.orthodb.org/v10?query=24559at4891	Ribosomal protein S5 domain 2-type fold
24579at4891	Complete	tig00000034	405223	406464	+	416.7	306	https://www.orthodb.org/v10?query=24579at4891	Proline dehydrogenase
24588at4891	Complete	tig00000001	1093229	1094767	-	156.5	339	https://www.orthodb.org/v10?query=24588at4891	Rabenosyn, Rab binding domain
24610at4891	Complete	tig00000038	193153	194259	+	130.4	158	https://www.orthodb.org/v10?query=24610at4891	kinase-like protein
24621at4891	Complete	tig00000014	447843	449177	+	336.2	307	https://www.orthodb.org/v10?query=24621at4891	Chitobiosyldiphosphodolichol beta-mannosyltransferase
24627at4891	Complete	tig00000005	249457	250917	+	578.8	398	https://www.orthodb.org/v10?query=24627at4891	Squalene monooxygenase
24629at4891	Complete	tig00000012	832717	833466	+	389.6	217	https://www.orthodb.org/v10?query=24629at4891	Proteasome endopeptidase complex
24643at4891	Complete	tig00000001	100245	101102	+	405.8	227	https://www.orthodb.org/v10?query=24643at4891	tRNA (guanine-N(7)-)-methyltransferase
24646at4891	Complete	tig00000012	891599	892528	-	384.8	244	https://www.orthodb.org/v10?query=24646at4891	P-loop containing nucleoside triphosphate hydrolase
24692at4891	Complete	tig00000007	1013272	1014135	-	399.6	217	https://www.orthodb.org/v10?query=24692at4891	Proteasome endopeptidase complex
24693at4891	Complete	tig00000083	137647	138420	+	292.9	203	https://www.orthodb.org/v10?query=24693at4891	1-(5-phosphoribosyl)-5-
24709at4891	Complete	tig00000018	569634	570797	-	288.1	248	https://www.orthodb.org/v10?query=24709at4891	WD40-repeat-containing domain
24785at4891	Complete	tig00000010	312498	313388	+	534.0	267	https://www.orthodb.org/v10?query=24785at4891	Ribosomal protein L5 eukaryotic/L18 archaeal
24793at4891	Complete	tig00000005	155637	156980	+	300.0	274	https://www.orthodb.org/v10?query=24793at4891	WD40/YVTN repeat-like-containing domain superfamily
24818at4891	Complete	tig00000014	537324	537968	-	365.8	190	https://www.orthodb.org/v10?query=24818at4891	RNA polymerase, Rpb5, N-terminal
24835at4891	Complete	tig00000001	282785	283843	-	427.6	252	https://www.orthodb.org/v10?query=24835at4891	ATPase GET3
24837at4891	Complete	tig00000014	355602	356531	-	401.1	233	https://www.orthodb.org/v10?query=24837at4891	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase
24838at4891	Complete	tig00000010	899461	900480	+	283.6	262	https://www.orthodb.org/v10?query=24838at4891	Ubiquitin-activating enzyme
24892at4891	Complete	tig00000010	920551	922410	-	555.4	487	https://www.orthodb.org/v10?query=24892at4891	RNA polymerase III Rpc82, C -terminal
24928at4891	Complete	tig00000023	202516	203370	+	329.2	232	https://www.orthodb.org/v10?query=24928at4891	Pyrroline-5-carboxylate reductase
24980at4891	Complete	tig00000018	303831	304538	+	390.2	198	https://www.orthodb.org/v10?query=24980at4891	Ribosomal protein S3, C-terminal
24992at4891	Complete	tig00000005	36262	37191	+	281.2	208	https://www.orthodb.org/v10?query=24992at4891	Surfeit locus 4
24998at4891	Complete	tig00000010	300755	301801	-	161.6	194	https://www.orthodb.org/v10?query=24998at4891	Zinc finger, PHD-type
25014at4891	Complete	tig00000018	668522	669178	-	327.5	194	https://www.orthodb.org/v10?query=25014at4891	Mitochondrial inner membrane protease ATP23
25050at4891	Missing
25078at4891	Complete	tig00000010	904228	905028	+	274.6	199	https://www.orthodb.org/v10?query=25078at4891	Dolichol-phosphate mannosyltransferase
25079at4891	Complete	tig00000022	183273	183908	-	267.3	181	https://www.orthodb.org/v10?query=25079at4891	RNA polymerase III, subunit Rpc25
25093at4891	Complete	tig00000018	148058	148999	-	183.5	183	https://www.orthodb.org/v10?query=25093at4891	Yif1 family
25101at4891	Complete	tig00000078	298490	299758	+	231.4	218	https://www.orthodb.org/v10?query=25101at4891	Chromatin structure-remodeling complex subunit SFH1
25116at4891	Complete	tig00000061	77344	78909	-	449.5	378	https://www.orthodb.org/v10?query=25116at4891	alpha-1,2-Mannosidase
25118at4891	Complete	tig00000001	540568	542415	+	294.6	280	https://www.orthodb.org/v10?query=25118at4891	Ankyrin repeat-containing domain
25147at4891	Complete	tig00000061	334436	335377	+	197.3	195	https://www.orthodb.org/v10?query=25147at4891	cyclin-like protein
25148at4891	Complete	tig00000007	514201	515181	-	299.5	220	https://www.orthodb.org/v10?query=25148at4891	mitochondrial carrier
25170at4891	Complete	tig00000022	370085	371569	+	444.8	350	https://www.orthodb.org/v10?query=25170at4891	Lung seven transmembrane receptor-like
25172at4891	Complete	tig00000078	451095	451910	-	452.4	239	https://www.orthodb.org/v10?query=25172at4891	GPN-loop GTPase
25180at4891	Complete	tig00000001	793916	794815	-	319.3	233	https://www.orthodb.org/v10?query=25180at4891	Ribosomal protein S24, mitochondrial
25195at4891	Complete	tig00000001	51852	52856	-	374.4	237	https://www.orthodb.org/v10?query=25195at4891	Arf GTPase activating protein
25196at4891	Complete	tig00000014	727455	729371	-	540.2	447	https://www.orthodb.org/v10?query=25196at4891	Rho GTPase activation protein
25214at4891	Complete	tig00000007	549699	551150	-	509.3	356	https://www.orthodb.org/v10?query=25214at4891	Serine/threonine-protein kinase RIO1
25226at4891	Complete	tig00000078	164082	166154	+	333.0	397	https://www.orthodb.org/v10?query=25226at4891	Sec1-like protein
25236at4891	Missing
25254at4891	Complete	tig00000012	787890	789632	+	228.2	288	https://www.orthodb.org/v10?query=25254at4891	conserved oligomeric Golgi complex component, putative
25269at4891	Complete	tig00000031	200424	201071	-	316.4	177	https://www.orthodb.org/v10?query=25269at4891	Uracil phosphoribosyltransferase
25281at4891	Complete	tig00000023	414732	415514	-	436.0	223	https://www.orthodb.org/v10?query=25281at4891	Ribosome biogenesis protein NSA2
25295at4891	Complete	tig00000012	142232	143167	-	164.3	172	https://www.orthodb.org/v10?query=25295at4891	Metallo-dependent hydrolase
25313at4891	Complete	tig00000001	295741	296979	-	310.2	254	https://www.orthodb.org/v10?query=25313at4891	terpenoid cyclases/Protein prenyltransferase
25329at4891	Complete	tig00000018	55316	57067	-	338.5	384	https://www.orthodb.org/v10?query=25329at4891	Protein KRI1
25386at4891	Complete	tig00000061	315812	316572	-	296.4	186	https://www.orthodb.org/v10?query=25386at4891	Proteasome, subunit alpha/beta
25396at4891	Complete	tig00000005	1030395	1031255	+	262.9	197	https://www.orthodb.org/v10?query=25396at4891	GTP cyclohydrolase 1 type 2/Nif3
25405at4891	Complete	tig00000022	236369	237307	-	215.6	193	https://www.orthodb.org/v10?query=25405at4891	chromatin associated protein KTI12
25406at4891	Complete	tig00000007	811384	812325	-	419.0	255	https://www.orthodb.org/v10?query=25406at4891	MPN domain
25443at4891	Complete	tig00000022	171072	171812	-	449.2	234	https://www.orthodb.org/v10?query=25443at4891	Phosphoglycerate mutase
25476at4891	Complete	tig00000034	262797	263462	+	398.7	188	https://www.orthodb.org/v10?query=25476at4891	Ribosomal protein L10e
25480at4891	Complete	tig00000007	260345	261082	+	156.1	139	https://www.orthodb.org/v10?query=25480at4891	Protein OPI10
25484at4891	Complete	tig00000014	147635	148225	+	248.3	146	https://www.orthodb.org/v10?query=25484at4891	ribosomal protein L16
25501at4891	Complete	tig00000005	227878	230079	-	379.3	350	https://www.orthodb.org/v10?query=25501at4891	Transcription initiation factor IIF subunit alpha
25506at4891	Complete	tig00000038	32634	33521	+	181.7	220	https://www.orthodb.org/v10?query=25506at4891	DnaJ domain
25519at4891	Complete	tig00000038	66107	67111	+	274.9	235	https://www.orthodb.org/v10?query=25519at4891	histidinol phosphate phosphatase H
25527at4891	Complete	tig00000012	579177	580181	+	298.2	225	https://www.orthodb.org/v10?query=25527at4891	NADP-dependent oxidoreductase domain
25563at4891	Complete	tig00000078	514378	515310	+	360.3	233	https://www.orthodb.org/v10?query=25563at4891	Purine nucleoside phosphorylase
25565at4891	Complete	tig00000007	334355	335080	+	305.8	211	https://www.orthodb.org/v10?query=25565at4891	PIN-like domain superfamily
25572at4891	Complete	tig00000012	700377	701396	+	276.1	208	https://www.orthodb.org/v10?query=25572at4891	Uracil-DNA glycosylase
25615at4891	Complete	tig00000007	137766	138563	+	238.8	192	https://www.orthodb.org/v10?query=25615at4891	tRNA methyltransferase TRM10-type domain
25626at4891	Complete	tig00000034	122289	123521	+	298.0	214	https://www.orthodb.org/v10?query=25626at4891	Maintenance of mitochondrial morphology protein 1
25646at4891	Complete	tig00000001	543004	543747	-	370.1	218	https://www.orthodb.org/v10?query=25646at4891	Triosephosphate isomerase
25673at4891	Complete	tig00000005	1081859	1082956	-	236.0	261	https://www.orthodb.org/v10?query=25673at4891	3',5'-cyclic-nucleotide phosphodiesterase
25713at4891	Complete	tig00000031	81272	82198	-	220.8	230	https://www.orthodb.org/v10?query=25713at4891	tRNA binding
25731at4891	Complete	tig00000005	1074120	1075265	-	259.8	237	https://www.orthodb.org/v10?query=25731at4891	adenosine deaminase activity
25768at4891	Complete	tig00000005	573733	574443	+	327.9	199	https://www.orthodb.org/v10?query=25768at4891	tRNA(His) guanylyltransferase
25783at4891	Complete	tig00000005	185055	185963	-	355.9	227	https://www.orthodb.org/v10?query=25783at4891	Phosphoserine phosphatase
25808at4891	Complete	tig00000012	663357	663980	-	293.2	172	https://www.orthodb.org/v10?query=25808at4891	Small GTPase superfamily
25824at4891	Complete	tig00000018	491426	492343	+	245.2	189	https://www.orthodb.org/v10?query=25824at4891	Ribonuclease
25828at4891	Complete	tig00000018	471169	472212	-	341.0	281	https://www.orthodb.org/v10?query=25828at4891	Actin cytoskeleton-regulatory complex protein END3
25873at4891	Complete	tig00000037	286597	287658	-	175.5	176	https://www.orthodb.org/v10?query=25873at4891	ENTH/VHS
25937at4891	Complete	tig00000022	433671	434378	+	358.4	207	https://www.orthodb.org/v10?query=25937at4891	Ribosome assembly factor mrt4
25943at4891	Complete	tig00000022	126236	127744	+	296.2	255	https://www.orthodb.org/v10?query=25943at4891	metal ion transmembrane transporter activity
25948at4891	Complete	tig00000005	755961	756746	-	233.6	184	https://www.orthodb.org/v10?query=25948at4891	Staphylococcal nuclease (SNase-like), OB-fold
25967at4891	Complete	tig00000078	309987	311073	+	148.3	168	https://www.orthodb.org/v10?query=25967at4891	Cytidine deaminase-like protein
25981at4891	Duplicated	tig00000012	798138	799370	+	353.3	367	https://www.orthodb.org/v10?query=25981at4891	FK506-binding protein
25981at4891	Duplicated	tig00000078	49990	51165	-	359.1	372	https://www.orthodb.org/v10?query=25981at4891	FK506-binding protein
26005at4891	Complete	tig00000001	897241	897894	+	394.9	201	https://www.orthodb.org/v10?query=26005at4891	Adenylate kinase
26018at4891	Complete	tig00000005	187771	188622	-	204.3	171	https://www.orthodb.org/v10?query=26018at4891	p-loop containing nucleoside triphosphate hydrolase protein
26055at4891	Complete	tig00000037	283754	284635	+	168.3	179	https://www.orthodb.org/v10?query=26055at4891	Ribosomal RNA-processing protein 7
26056at4891	Complete	tig00000010	690625	691506	+	266.8	200	https://www.orthodb.org/v10?query=26056at4891	Ubiquitin-activating enzyme
26076at4891	Complete	tig00000012	766509	767579	-	241.9	229	https://www.orthodb.org/v10?query=26076at4891	DNA glycosylase
26091at4891	Complete	tig00000005	828022	828783	-	416.1	206	https://www.orthodb.org/v10?query=26091at4891	Ribosomal protein S5
