ID or #		Start	End	Type	Contig
exon-NM_001179847.3-1		551657	551680	complete	tig00000022:559080-559103
exon-NM_001179847.3-2		552003	552242	complete	tig00000022:559426-559665
cds-NP_012983.3		551657	551680	complete	tig00000022:559080-559103
cds-NP_012983.3		552003	552242	complete	tig00000022:559426-559665
gene-YKR058W		552770	554620	complete	tig00000022:560193-562043
rna-NM_001179848.1		552770	554620	complete	tig00000022:560193-562043
exon-NM_001179848.1-1		552770	554620	complete	tig00000022:560193-562043
cds-NP_012984.2		552770	554620	complete	tig00000022:560193-562043
gene-YKR059W		554987	556174	complete	tig00000022:562410-563597
rna-NM_001179849.3		554987	556174	complete	tig00000022:562410-563597
exon-NM_001179849.3-1		554987	556174	complete	tig00000022:562410-563597
cds-NP_012985.3		554987	556174	complete	tig00000022:562410-563597
gene-YKR060W		556518	557342	complete	tig00000022:563941-564765
rna-NM_001179850.1		556518	557342	complete	tig00000022:563941-564765
exon-NM_001179850.1-1		556518	557342	complete	tig00000022:563941-564765
cds-NP_012986.1		556518	557342	complete	tig00000022:563941-564765
gene-YKR061W		557677	558954	complete	tig00000022:565100-566377
rna-NM_001179851.3		557677	558954	complete	tig00000022:565100-566377
exon-NM_001179851.3-1		557677	558954	complete	tig00000022:565100-566377
cds-NP_012987.3		557677	558954	complete	tig00000022:565100-566377
gene-YNCK0020C		559016	559366	complete	tig00000022:566439-566789
rna-NR_132203.1		559016	559366	complete	tig00000022:566439-566789
exon-NR_132203.1-1		559016	559366	complete	tig00000022:566439-566789
gene-YKR062W		559666	560652	complete	tig00000022:567089-568075
rna-NM_001179852.1		559666	560652	complete	tig00000022:567089-568075
exon-NM_001179852.1-1		559666	560652	complete	tig00000022:567089-568075
cds-NP_012988.1		559666	560652	complete	tig00000022:567089-568075
gene-YKR063C		560789	562297	complete	tig00000022:568212-569720
rna-NM_001179853.3		560789	562297	complete	tig00000022:568212-569720
exon-NM_001179853.3-1		560789	562297	complete	tig00000022:568212-569720
cds-NP_012989.3		560789	562297	complete	tig00000022:568212-569720
gene-YKR064W		562547	565138	complete	tig00000022:569970-572561
rna-NM_001179854.1		562547	565138	complete	tig00000022:569970-572561
exon-NM_001179854.1-1		562547	565138	complete	tig00000022:569970-572561
cds-NP_012990.1		562547	565138	complete	tig00000022:569970-572561
gene-YKR065C		565299	565892	complete	tig00000022:572722-573315
rna-NM_001179855.3		565299	565892	complete	tig00000022:572722-573315
exon-NM_001179855.3-1		565299	565892	complete	tig00000022:572722-573315
cds-NP_012991.3		565299	565892	complete	tig00000022:572722-573315
gene-YKR066C		566113	567198	complete	tig00000022:573536-574621
rna-NM_001179856.1		566113	567198	complete	tig00000022:573536-574621
exon-NM_001179856.1-1		566113	567198	complete	tig00000022:573536-574621
cds-NP_012992.1		566113	567198	complete	tig00000022:573536-574621
gene-YKR067W		567918	570149	complete	tig00000022:575341-577572
rna-NM_001179857.3		567918	570149	complete	tig00000022:575341-577572
exon-NM_001179857.3-1		567918	570149	complete	tig00000022:575341-577572
cds-NP_012993.3		567918	570149	complete	tig00000022:575341-577572
gene-YKR068C		570328	570909	complete	tig00000022:577751-578332
rna-NM_001179858.1		570328	570909	complete	tig00000022:577751-578332
exon-NM_001179858.1-1		570328	570909	complete	tig00000022:577751-578332
cds-NP_012994.1		570328	570909	complete	tig00000022:577751-578332
gene-YKR069W		571612	573393	complete	tig00000022:579035-580816
rna-NM_001179859.3		571612	573393	complete	tig00000022:579035-580816
exon-NM_001179859.3-1		571612	573393	complete	tig00000022:579035-580816
cds-NP_012995.3		571612	573393	complete	tig00000022:579035-580816
gene-YKR070W		573574	574632	complete	tig00000022:580997-582055
rna-NM_001179860.1		573574	574632	complete	tig00000022:580997-582055
exon-NM_001179860.1-1		573574	574632	complete	tig00000022:580997-582055
cds-NP_012996.1		573574	574632	complete	tig00000022:580997-582055
gene-YKR071C		574934	575980	complete	tig00000022:582357-583403
rna-NM_001179861.3		574934	575980	complete	tig00000022:582357-583403
exon-NM_001179861.3-1		574934	575980	complete	tig00000022:582357-583403
cds-NP_012997.3		574934	575980	complete	tig00000022:582357-583403
gene-YKR072C		576435	578123	complete	tig00000022:583858-585546
rna-NM_001179862.1		576435	578123	complete	tig00000022:583858-585546
exon-NM_001179862.1-1		576435	578123	complete	tig00000022:583858-585546
cds-NP_012998.1		576435	578123	complete	tig00000022:583858-585546
gene-YKR073C		578187	578507	complete	tig00000022:585610-585930
rna-NM_001348852.1		578187	578507	complete	tig00000022:585610-585930
exon-NM_001348852.1-1		578187	578507	complete	tig00000022:585610-585930
cds-NP_001335792.1		578187	578507	complete	tig00000022:585610-585930
gene-YNCK0021W		578965	579060	complete	tig00000022:586388-586483
rna-YNCK0021W		578965	579060	complete	tig00000022:586388-586483
exon-YNCK0021W-1		578965	579001	complete	tig00000022:586388-586424
exon-YNCK0021W-2		579025	579060	complete	tig00000022:586448-586483
gene-YKR074W		579209	579676	complete	tig00000022:586632-587099
rna-NM_001179864.3		579209	579676	complete	tig00000022:586632-587099
exon-NM_001179864.3-1		579209	579676	complete	tig00000022:586632-587099
cds-NP_013000.3		579209	579676	complete	tig00000022:586632-587099
gene-YKR075C		579827	580750	complete	tig00000022:587250-588173
rna-NM_001179865.1		579827	580750	complete	tig00000022:587250-588173
exon-NM_001179865.1-1		579827	580750	complete	tig00000022:587250-588173
cds-NP_013001.1		579827	580750	complete	tig00000022:587250-588173
id-NC_001143.9:581833..582070		581833	582070	complete	tig00000022:589256-589493
gene-YKR076W		582283	583395	complete	tig00000022:589706-590818
rna-NM_001179866.3		582283	583395	complete	tig00000022:589706-590818
exon-NM_001179866.3-1		582283	583395	complete	tig00000022:589706-590818
cds-NP_013002.3		582283	583395	complete	tig00000022:589706-590818
gene-YKR077W		583653	584744	complete	tig00000022:591076-592167
rna-NM_001179867.1		583653	584744	complete	tig00000022:591076-592167
exon-NM_001179867.1-1		583653	584744	complete	tig00000022:591076-592167
cds-NP_013003.1		583653	584744	complete	tig00000022:591076-592167
gene-YKR078W		584952	586709	complete	tig00000022:592375-594132
rna-NM_001179868.3		584952	586709	complete	tig00000022:592375-594132
exon-NM_001179868.3-1		584952	586709	complete	tig00000022:592375-594132
cds-NP_013004.3		584952	586709	complete	tig00000022:592375-594132
gene-YKR079C		586789	589305	complete	tig00000022:594212-596728
rna-NM_001179869.1		586789	589305	complete	tig00000022:594212-596728
exon-NM_001179869.1-1		586789	589305	complete	tig00000022:594212-596728
cds-NP_013005.1		586789	589305	complete	tig00000022:594212-596728
gene-YKR080W		590395	591357	complete	tig00000022:597818-598780
rna-NM_001179870.3		590395	591357	complete	tig00000022:597818-598780
exon-NM_001179870.3-1		590395	591357	complete	tig00000022:597818-598780
cds-NP_013006.3		590395	591357	complete	tig00000022:597818-598780
gene-YKR081C		591506	592540	complete	tig00000022:598929-599963
rna-NM_001179871.1		591506	592540	complete	tig00000022:598929-599963
exon-NM_001179871.1-1		591506	592540	complete	tig00000022:598929-599963
cds-NP_013007.1		591506	592540	complete	tig00000022:598929-599963
gene-YKR082W		592825	596298	complete	tig00000022:600248-603721
rna-NM_001179872.3		592825	596298	complete	tig00000022:600248-603721
exon-NM_001179872.3-1		592825	596298	complete	tig00000022:600248-603721
cds-NP_013008.3		592825	596298	complete	tig00000022:600248-603721
gene-YKR083C		596421	596822	complete	tig00000022:603844-604245
rna-NM_001179873.1		596421	596822	complete	tig00000022:603844-604245
exon-NM_001179873.1-1		596421	596822	complete	tig00000022:603844-604245
cds-NP_013009.1		596421	596822	complete	tig00000022:603844-604245
gene-YKR084C		597055	598890	complete	tig00000022:604478-606313
rna-NM_001179874.3		597055	598890	complete	tig00000022:604478-606313
exon-NM_001179874.3-1		597055	598890	complete	tig00000022:604478-606313
cds-NP_013010.3		597055	598890	complete	tig00000022:604478-606313
gene-YKR085C		599094	599681	complete	tig00000022:606517-607104
rna-NM_001179875.1		599094	599681	complete	tig00000022:606517-607104
exon-NM_001179875.1-1		599094	599681	complete	tig00000022:606517-607104
cds-NP_013011.1		599094	599681	complete	tig00000022:606517-607104
gene-YKR086W		599857	603072	complete	tig00000022:607280-610495
rna-NM_001179876.3		599857	603072	complete	tig00000022:607280-610495
exon-NM_001179876.3-1		599857	603072	complete	tig00000022:607280-610495
cds-NP_013012.3		599857	603072	complete	tig00000022:607280-610495
gene-YKR087C		603195	604232	complete	tig00000022:610618-611655
rna-NM_001179877.1		603195	604232	complete	tig00000022:610618-611655
exon-NM_001179877.1-1		603195	604232	complete	tig00000022:610618-611655
cds-NP_013013.2		603195	604232	complete	tig00000022:610618-611655
gene-YKR088C		604405	605418	complete	tig00000022:611828-612841
rna-NM_001179878.3		604405	605418	complete	tig00000022:611828-612841
exon-NM_001179878.3-1		604405	605418	complete	tig00000022:611828-612841
cds-NP_013014.3		604405	605418	complete	tig00000022:611828-612841
gene-YKR089C		605633	608365	complete	tig00000022:613056-615788
rna-NM_001179879.1		605633	608365	complete	tig00000022:613056-615788
exon-NM_001179879.1-1		605633	608365	complete	tig00000022:613056-615788
cds-NP_013015.1		605633	608365	complete	tig00000022:613056-615788
gene-YKR090W		608946	611066	complete	tig00000022:616369-618489
rna-NM_001179880.4		608946	611066	complete	tig00000022:616369-618489
exon-NM_001179880.4-1		608946	611066	complete	tig00000022:616369-618489
cds-NP_013016.4		608946	611066	complete	tig00000022:616369-618489
gene-YKR091W		611525	612265	complete	tig00000022:618948-619688
rna-NM_001179881.1		611525	612265	complete	tig00000022:618948-619688
exon-NM_001179881.1-1		611525	612265	complete	tig00000022:618948-619688
cds-NP_013017.2		611525	612265	complete	tig00000022:618948-619688
id-NC_001143.9:612378..612463		612378	612463	complete	tig00000022:619801-619886
gene-YKR092C		612665	613885	complete	tig00000022:620088-621308
rna-NM_001179882.3		612665	613885	complete	tig00000022:620088-621308
exon-NM_001179882.3-1		612665	613885	complete	tig00000022:620088-621308
cds-NP_013018.3		612665	613885	complete	tig00000022:620088-621308
gene-YKR093W		615730	617535	complete	tig00000022:623153-624958
rna-NM_001179883.1		615730	617535	complete	tig00000022:623153-624958
exon-NM_001179883.1-1		615730	617535	complete	tig00000022:623153-624958
cds-NP_013019.1		615730	617535	complete	tig00000022:623153-624958
gene-YKR094C		617996	618750	complete	tig00000022:625419-626173
rna-NM_001179884.3		617996	618750	complete	tig00000022:625419-626173
exon-NM_001179884.3-1		618743	618750	complete	tig00000022:626166-626173
exon-NM_001179884.3-2		617996	618374	complete	tig00000022:625419-625797
cds-NP_013020.3		618743	618750	complete	tig00000022:626166-626173
cds-NP_013020.3		617996	618374	complete	tig00000022:625419-625797
gene-YKR095W		619805	625432	complete	tig00000022:627228-632855
rna-NM_001179885.1		619805	625432	complete	tig00000022:627228-632855
exon-NM_001179885.1-1		619805	625432	complete	tig00000022:627228-632855
cds-NP_013021.1		619805	625432	complete	tig00000022:627228-632855
gene-YKR095W-A		625864	626205	complete	tig00000022:633287-633628
rna-NM_001184522.3		625864	626205	complete	tig00000022:633287-633628
exon-NM_001184522.3-1		625864	625901	complete	tig00000022:633287-633324
exon-NM_001184522.3-2		625977	626205	complete	tig00000022:633400-633628
cds-NP_878113.4		625864	625901	complete	tig00000022:633287-633324
cds-NP_878113.4		625977	626205	complete	tig00000022:633400-633628
gene-YKR096W		626793	630380	complete	tig00000022:634216-637803
rna-NM_001179886.1		626793	630380	complete	tig00000022:634216-637803
exon-NM_001179886.1-1		626793	630380	complete	tig00000022:634216-637803
cds-NP_013022.1		626793	630380	complete	tig00000022:634216-637803
gene-YKR097W		631152	632801	complete	tig00000022:638575-640224
rna-NM_001179887.3		631152	632801	complete	tig00000022:638575-640224
exon-NM_001179887.3-1		631152	632801	complete	tig00000022:638575-640224
cds-NP_013023.3		631152	632801	complete	tig00000022:638575-640224
gene-YKR098C		633026	635179	complete	tig00000022:640449-642602
rna-NM_001179888.1		633026	635179	complete	tig00000022:640449-642602
exon-NM_001179888.1-1		633026	635179	complete	tig00000022:640449-642602
cds-NP_013024.1		633026	635179	complete	tig00000022:640449-642602
gene-YKR099W		635851	638286	complete	tig00000022:643274-645709
rna-NM_001179889.3		635851	638286	complete	tig00000022:643274-645709
exon-NM_001179889.3-1		635851	638286	complete	tig00000022:643274-645709
cds-NP_013025.3		635851	638286	complete	tig00000022:643274-645709
gene-YKR100C		638901	639968	complete	tig00000022:646324-647391
rna-NM_001179890.1		638901	639968	complete	tig00000022:646324-647391
exon-NM_001179890.1-1		638901	639968	complete	tig00000022:646324-647391
cds-NP_013026.2		638901	639968	complete	tig00000022:646324-647391
gene-YKR101W		640540	642504	complete	tig00000022:647963-649927
rna-NM_001179891.3		640540	642504	complete	tig00000022:647963-649927
exon-NM_001179891.3-1		640540	642504	complete	tig00000022:647963-649927
cds-NP_013027.4		640540	642504	complete	tig00000022:647963-649927
id-NC_001143.9:642727..642973		642727	642973	complete	tig00000022:650150-650396
gene-YKR102W		646356	649865	complete	tig00000022:653779-657288
rna-NM_001179892.1		646356	649865	complete	tig00000022:653779-657288
exon-NM_001179892.1-1		646356	649865	complete	tig00000022:653779-657288
cds-NP_013028.1		646356	649865	complete	tig00000022:653779-657288
gene-YKR103W		653080	656736	complete	tig00000022:660503-664159
rna-NM_001179893.3		653080	656736	complete	tig00000022:660503-664159
exon-NM_001179893.3-1		653080	656736	complete	tig00000022:660503-664159
cds-NP_013029.3		653080	656736	complete	tig00000022:660503-664159
gene-YKR104W		656836	657756	complete	tig00000022:664259-665179
rna-NM_001179894.1		656836	657756	complete	tig00000022:664259-665179
exon-NM_001179894.1-1		656836	657756	complete	tig00000022:664259-665179
cds-NP_013030.1		656836	657756	complete	tig00000022:664259-665179
gene-YKR105C		658716	660464	complete	tig00000022:666139-667887
rna-NM_001179895.3		658716	660464	complete	tig00000022:666139-667887
exon-NM_001179895.3-1		658716	660464	complete	tig00000022:666139-667887
cds-NP_013031.3		658716	660464	complete	tig00000022:666139-667887
gene-YKR106W		661442	663289	complete	tig00000022:668865-670712
rna-NM_001179896.1		661442	663289	complete	tig00000022:668865-670712
exon-NM_001179896.1-1		661442	663289	complete	tig00000022:668865-670712
cds-NP_013032.1		661442	663289	complete	tig00000022:668865-670712
id-NC_001143.9:665430..665668		665430	665668	complete	tig00000022:672853-673091
id-NC_001143.9:665904..666816		665904	666816	partial	tig00000022:673327-673876
NC_001144.5:1..1078177		1	1078177	partial	tig00000012:887-2609,tig00000056:15654-14871,tig00000005:999-6912,tig00000012:2861-5901,tig00000012:5902-6353,tig00000012:6553-8332,tig00000012:8533-11573,tig00000012:11574-12025,tig00000034:2168-136192,tig00000085:1-14745,tig00000086:1-10811,tig00000036:14770-1,tig00000034:136420-200923,tig00000034:200924-440955,tig00000046:2001-18592,tig00000051:1-11941,tig00000078:610214-594145,tig00000046:1-2000,tig00000078:594144-425291,tig00000078:425290-424874,tig00000078:419658-388740,tig00000078:388399-135203,tig00000010:14513-14181,tig00000031:433924-439882,tig00000078:135202-119117,tig00000078:118784-3677,tig00000076:2555-16009,tig00000080:2706-14824,tig00000077:10658-1,tig00000065:17456-27678,tig00000039:3798-3325,tig00000055:7735-7262,tig00000005:1118810-1119199,tig00000022:7296-6911,tig00000075:5083-18399,tig00000070:10089-18460,tig00000082:13076-2,tig00000071:40-10317,tig00000074:1646-9980,tig00000081:9098-5,tig00000005:1119265-1119375,tig00000022:6845-6735,tig00000039:3259-3149,tig00000055:7196-7086,tig00000066:1-10367,tig00000005:1119376-1119727,tig00000022:6734-6383,tig00000039:3148-2797,tig00000055:7085-6734,tig00000067:82-10307,tig00000068:1-10840,tig00000069:1-11599,tig00000075:1-5082,tig00000005:1120909-1121383,tig00000022:5201-4727,tig00000039:1615-1141,tig00000079:1-8911,tig00000005:1121384-1123342,tig00000022:4726-2768,tig00000039:1140-1,tig00000082:16690-13077,tig00000080:1-2705,tig00000076:1-2554,tig00000072:1-8992,tig00000073:1-8830,tig00000005:1123451-1125136,tig00000022:2659-974,tig00000074:1-1645,tig00000078:3676-1,tig00000075:18692-19169
id-NC_001144.5:1..12085		1	12085	partial	tig00000012:887-2609,tig00000056:15654-14871,tig00000005:999-6912,tig00000012:2861-5901,tig00000012:5902-6353,tig00000012:6553-8332,tig00000012:8533-11573,tig00000012:11574-12025
gene-YLL067C		585	4301	complete	tig00000005:1564-5280
rna-NM_001181887.1		585	4301	complete	tig00000005:1564-5280
exon-NM_001181887.1-1		4015	4301	complete	tig00000005:4994-5280
exon-NM_001181887.1-2		585	3915	complete	tig00000005:1564-4894
cds-NP_013033.1		4015	4301	complete	tig00000005:4994-5280
cds-NP_013033.1		585	3915	complete	tig00000005:1564-4894
gene-YLL066W-B		5605	5775	complete	tig00000005:6584-6754
rna-NM_001184605.1		5605	5775	complete	tig00000005:6584-6754
exon-NM_001184605.1-1		5605	5775	complete	tig00000005:6584-6754
cds-NP_878115.1		5605	5775	complete	tig00000005:6584-6754
gene-YLL066C		6120	9836	partial	tig00000012:7012-8332,tig00000012:8533-10709
rna-NM_001181886.1		6120	9836	partial	tig00000012:7012-8332,tig00000012:8533-10709
exon-NM_001181886.1-1		9550	9836	complete	tig00000012:10423-10709
exon-NM_001181886.1-2		6120	9450	partial	tig00000012:7012-8332,tig00000012:8533-10323
cds-NP_013034.1		9550	9836	complete	tig00000012:10423-10709
cds-NP_013034.1		6120	9450	partial	tig00000012:7012-8332,tig00000012:8533-10323
gene-YLL062C		16639	17613	complete	tig00000034:2318-3292
rna-NM_001181882.1		16639	17613	complete	tig00000034:2318-3292
exon-NM_001181882.1-1		16639	17613	complete	tig00000034:2318-3292
cds-NP_013038.1		16639	17613	complete	tig00000034:2318-3292
gene-YLL061W		17956	19707	complete	tig00000034:3635-5386
rna-NM_001181881.1		17956	19707	complete	tig00000034:3635-5386
exon-NM_001181881.1-1		17956	19707	complete	tig00000034:3635-5386
cds-NP_013039.1		17956	19707	complete	tig00000034:3635-5386
gene-YLL060C		21138	21839	complete	tig00000034:6817-7518
rna-NM_001181880.1		21138	21839	complete	tig00000034:6817-7518
exon-NM_001181880.1-1		21138	21839	complete	tig00000034:6817-7518
cds-NP_013040.1		21138	21839	complete	tig00000034:6817-7518
gene-YLL058W		23569	25296	complete	tig00000034:9248-10975
rna-NM_001181878.1		23569	25296	complete	tig00000034:9248-10975
exon-NM_001181878.1-1		23569	25296	complete	tig00000034:9248-10975
cds-NP_013042.1		23569	25296	complete	tig00000034:9248-10975
gene-YLL057C		25756	26994	complete	tig00000034:11435-12673
rna-NM_001181877.1		25756	26994	complete	tig00000034:11435-12673
exon-NM_001181877.1-1		25756	26994	complete	tig00000034:11435-12673
cds-NP_013043.1		25756	26994	complete	tig00000034:11435-12673
gene-YLL056C		27409	28305	complete	tig00000034:13088-13984
rna-NM_001181876.1		27409	28305	complete	tig00000034:13088-13984
exon-NM_001181876.1-1		27409	28305	complete	tig00000034:13088-13984
cds-NP_013044.1		27409	28305	complete	tig00000034:13088-13984
gene-YLL055W		30109	31704	complete	tig00000034:15788-17383
rna-NM_001181875.1		30109	31704	complete	tig00000034:15788-17383
exon-NM_001181875.1-1		30109	31704	complete	tig00000034:15788-17383
cds-NP_013045.1		30109	31704	complete	tig00000034:15788-17383
id-YLL055W		30209	31384	complete	tig00000034:15888-17063
gene-YLL054C		32673	35204	complete	tig00000034:18352-20883
rna-NM_001181874.2		32673	35204	complete	tig00000034:18352-20883
exon-NM_001181874.2-1		32673	35204	complete	tig00000034:18352-20883
cds-NP_013046.2		32673	35204	complete	tig00000034:18352-20883
gene-YLL053C		35503	35961	complete	tig00000034:21182-21640
rna-NM_001181873.1		35503	35961	complete	tig00000034:21182-21640
exon-NM_001181873.1-1		35503	35961	complete	tig00000034:21182-21640
cds-NP_013047.1		35503	35961	complete	tig00000034:21182-21640
gene-YLL052C		35912	36361	complete	tig00000034:21591-22040
rna-NM_001181872.1		35912	36361	complete	tig00000034:21591-22040
exon-NM_001181872.1-1		35912	36361	complete	tig00000034:21591-22040
cds-NP_013048.1		35912	36361	complete	tig00000034:21591-22040
gene-YLL051C		37333	39471	complete	tig00000034:23012-25150
rna-NM_001181871.1		37333	39471	complete	tig00000034:23012-25150
exon-NM_001181871.1-1		37333	39471	complete	tig00000034:23012-25150
cds-NP_013049.1		37333	39471	complete	tig00000034:23012-25150
gene-YLL050C		39804	40414	complete	tig00000034:25483-26093
rna-NM_001181870.1		39804	40414	complete	tig00000034:25483-26093
exon-NM_001181870.1-1		40401	40414	complete	tig00000034:26080-26093
exon-NM_001181870.1-2		39804	40221	complete	tig00000034:25483-25900
cds-NP_013050.1		40401	40414	complete	tig00000034:26080-26093
cds-NP_013050.1		39804	40221	complete	tig00000034:25483-25900
gene-YLL049W		40666	41205	complete	tig00000034:26345-26884
rna-NM_001181869.1		40666	41205	complete	tig00000034:26345-26884
exon-NM_001181869.1-1		40666	41205	complete	tig00000034:26345-26884
cds-NP_013051.1		40666	41205	complete	tig00000034:26345-26884
gene-YLL048C		41280	46265	complete	tig00000034:26959-31944
rna-NM_001181868.1		41280	46265	complete	tig00000034:26959-31944
exon-NM_001181868.1-1		41280	46265	complete	tig00000034:26959-31944
cds-NP_013052.1		41280	46265	complete	tig00000034:26959-31944
gene-YLL046C		46714	47463	complete	tig00000034:32393-33142
rna-NM_001181866.1		46714	47463	complete	tig00000034:32393-33142
exon-NM_001181866.1-1		46714	47463	complete	tig00000034:32393-33142
cds-NP_013054.1		46714	47463	complete	tig00000034:32393-33142
gene-YLL045C		47859	48629	complete	tig00000034:33538-34308
rna-NM_001181865.1		47859	48629	complete	tig00000034:33538-34308
exon-NM_001181865.1-1		47859	48629	complete	tig00000034:33538-34308
cds-NP_013055.1		47859	48629	complete	tig00000034:33538-34308
gene-YLL043W		49938	51947	complete	tig00000034:35617-37626
rna-NM_001181863.1		49938	51947	complete	tig00000034:35617-37626
exon-NM_001181863.1-1		49938	51947	complete	tig00000034:35617-37626
cds-NP_013057.1		49938	51947	complete	tig00000034:35617-37626
gene-YLL042C		52087	52590	complete	tig00000034:37766-38269
rna-NM_001181862.1		52087	52590	complete	tig00000034:37766-38269
exon-NM_001181862.1-1		52087	52590	complete	tig00000034:37766-38269
cds-NP_013058.1		52087	52590	complete	tig00000034:37766-38269
gene-YLL041C		53131	53931	complete	tig00000034:38810-39610
rna-NM_001181861.1		53131	53931	complete	tig00000034:38810-39610
exon-NM_001181861.1-1		53131	53931	complete	tig00000034:38810-39610
cds-NP_013059.1		53131	53931	complete	tig00000034:38810-39610
gene-YLL040C		54211	63645	complete	tig00000034:39890-49324
rna-NM_001181860.1		54211	63645	complete	tig00000034:39890-49324
exon-NM_001181860.1-1		54211	63645	complete	tig00000034:39890-49324
cds-NP_013060.1		54211	63645	complete	tig00000034:39890-49324
gene-YLL039C		64062	65207	complete	tig00000034:49741-50886
rna-NM_001181859.1		64062	65207	complete	tig00000034:49741-50886
exon-NM_001181859.1-1		64062	65207	complete	tig00000034:49741-50886
cds-NP_013061.1		64062	65207	complete	tig00000034:49741-50886
gene-YLL038C		65775	66518	complete	tig00000034:51454-52197
rna-NM_001181858.1		65775	66518	complete	tig00000034:51454-52197
exon-NM_001181858.1-1		65775	66518	complete	tig00000034:51454-52197
cds-NP_013062.1		65775	66518	complete	tig00000034:51454-52197
gene-YLL036C		66745	68256	complete	tig00000034:52424-53935
rna-NM_001181856.1		66745	68256	complete	tig00000034:52424-53935
exon-NM_001181856.1-1		66745	68256	complete	tig00000034:52424-53935
cds-NP_013064.1		66745	68256	complete	tig00000034:52424-53935
gene-YLL035W		68580	70478	complete	tig00000034:54259-56157
rna-NM_001181855.1		68580	70478	complete	tig00000034:54259-56157
exon-NM_001181855.1-1		68580	70478	complete	tig00000034:54259-56157
cds-NP_013065.1		68580	70478	complete	tig00000034:54259-56157
gene-YLL034C		70633	73146	complete	tig00000034:56312-58825
rna-NM_001181854.1		70633	73146	complete	tig00000034:56312-58825
exon-NM_001181854.1-1		70633	73146	complete	tig00000034:56312-58825
cds-NP_013066.1		70633	73146	complete	tig00000034:56312-58825
gene-YLL033W		73409	74101	complete	tig00000034:59088-59780
rna-NM_001181853.1		73409	74101	complete	tig00000034:59088-59780
exon-NM_001181853.1-1		73409	74101	complete	tig00000034:59088-59780
cds-NP_013067.1		73409	74101	complete	tig00000034:59088-59780
gene-YLL032C		74270	76747	complete	tig00000034:59949-62426
rna-NM_001181852.1		74270	76747	complete	tig00000034:59949-62426
exon-NM_001181852.1-1		74270	76747	complete	tig00000034:59949-62426
cds-NP_013068.1		74270	76747	complete	tig00000034:59949-62426
gene-YLL031C		77152	80205	complete	tig00000034:62831-65884
rna-NM_001181851.1		77152	80205	complete	tig00000034:62831-65884
exon-NM_001181851.1-1		77152	80205	complete	tig00000034:62831-65884
cds-NP_013069.1		77152	80205	complete	tig00000034:62831-65884
gene-YLL030C		80356	80697	complete	tig00000034:66035-66376
rna-NM_001348853.1		80356	80697	complete	tig00000034:66035-66376
exon-NM_001348853.1-1		80356	80697	complete	tig00000034:66035-66376
cds-NP_001335793.1		80356	80697	complete	tig00000034:66035-66376
gene-YLL029W		81461	83710	complete	tig00000034:67140-69389
rna-NM_001181849.1		81461	83710	complete	tig00000034:67140-69389
exon-NM_001181849.1-1		81461	83710	complete	tig00000034:67140-69389
cds-NP_013071.1		81461	83710	complete	tig00000034:67140-69389
gene-YLL028W		84804	86564	complete	tig00000034:70483-72243
rna-NM_001181848.1		84804	86564	complete	tig00000034:70483-72243
exon-NM_001181848.1-1		84804	86564	complete	tig00000034:70483-72243
cds-NP_013072.1		84804	86564	complete	tig00000034:70483-72243
gene-YLL027W		87403	88155	complete	tig00000034:73082-73834
rna-NM_001181847.1		87403	88155	complete	tig00000034:73082-73834
exon-NM_001181847.1-1		87403	88155	complete	tig00000034:73082-73834
cds-NP_013073.1		87403	88155	complete	tig00000034:73082-73834
gene-YLL026W		88623	91349	complete	tig00000034:74302-77028
rna-NM_001181846.1		88623	91349	complete	tig00000034:74302-77028
exon-NM_001181846.1-1		88623	91349	complete	tig00000034:74302-77028
cds-NP_013074.1		88623	91349	complete	tig00000034:74302-77028
id-NC_001144.5:91419..91660		91419	91660	complete	tig00000034:77098-77339
id-NC_001144.5:92050..92381		92050	92381	complete	tig00000034:77729-78060
gene-YNCL0001W		92548	92650	complete	tig00000034:78227-78329
rna-YNCL0001W		92548	92650	complete	tig00000034:78227-78329
exon-YNCL0001W-1		92548	92583	complete	tig00000034:78227-78262
exon-YNCL0001W-2		92615	92650	complete	tig00000034:78294-78329
gene-YLL025W		94747	95121	complete	tig00000034:80426-80800
rna-NM_001181845.1		94747	95121	complete	tig00000034:80426-80800
exon-NM_001181845.1-1		94747	95121	complete	tig00000034:80426-80800
cds-NP_013075.1		94747	95121	complete	tig00000034:80426-80800
gene-YLL024C		95566	97485	complete	tig00000034:81245-83164
rna-NM_001181844.1		95566	97485	complete	tig00000034:81245-83164
exon-NM_001181844.1-1		95566	97485	complete	tig00000034:81245-83164
cds-NP_013076.1		95566	97485	complete	tig00000034:81245-83164
gene-YLL023C		97997	98836	complete	tig00000034:83676-84515
rna-NM_001181843.1		97997	98836	complete	tig00000034:83676-84515
exon-NM_001181843.1-1		97997	98836	complete	tig00000034:83676-84515
cds-NP_013077.1		97997	98836	complete	tig00000034:83676-84515
gene-YLL022C		99044	100201	complete	tig00000034:84723-85880
rna-NM_001181842.1		99044	100201	complete	tig00000034:84723-85880
exon-NM_001181842.1-1		99044	100201	complete	tig00000034:84723-85880
cds-NP_013078.1		99044	100201	complete	tig00000034:84723-85880
gene-YLL021W		100947	105347	complete	tig00000034:86626-91026
rna-NM_001181841.1		100947	105347	complete	tig00000034:86626-91026
exon-NM_001181841.1-1		100947	105347	complete	tig00000034:86626-91026
cds-NP_013079.1		100947	105347	complete	tig00000034:86626-91026
